order_code,client_id,client_name,ThoiGianTao,ThoiGianLayThanhCong,ThoiGianXuatKienDauTien,ThoiGianGiaoThanhCong,TrangThaiHienTai,KhoLay_ID,KhoLay,KhoGiao_ID,KhoGiao,VungGiao,TinhGiao,weight,converted_weight,KL_TinhCuoc,length,width,height,SoKhoi_M3,ThoiGianNhanKienDauTien,weight_kg,converted_weight_kg,KL_TinhCuoc_kg
GYHBL8F6,4929259,FRT B2C,2026-06-11 14:34:38.105000+00:00,2026-06-11 14:40:33.041000+00:00,2026-06-11 17:38:52.786000+00:00,2026-06-13 18:03:11.227000+00:00,delivered,22879000,Bưu Cục Chuyên Lấy KCN HNT-Đông Anh-HN,21096000,Kho Giao Hàng Nặng - Hương Thủy - Huế,Khu vực 2,Thừa Thiên Huế,,,,55,42,108,0.2,2026-06-11 17:44:59.303000+00:00,14.2,49.9,49.9
GYHBLNTG,4865319,Aqua B2C,2026-06-11 14:26:19.224000+00:00,2026-06-11 21:17:11.333000+00:00,2026-06-12 17:49:09.130000+00:00,2026-06-14 12:56:49.612000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21162000,Kho Giao Hàng Nặng - Thắng Lợi - Kon Tum,Khu vực 1,Kon Tum,,,,90,90,8,0.1,2026-06-12 17:59:19.724000+00:00,70.0,13.0,70.0
GYHPECLT,4865319,Aqua B2C,2026-06-11 13:45:08.727000+00:00,2026-06-11 21:17:11.335000+00:00,2026-06-11 23:36:32.949000+00:00,2026-06-15 10:04:49.143000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22957000,Kho Giao Hàng Nặng - Tân Thuận - Hồ Chí Minh,Hồ Chí Minh,Hồ Chí Minh,,,,88,35,56,0.2,2026-06-13 20:38:41.043000+00:00,25.0,34.5,34.5
GYHPECLN,4865319,Aqua B2C,2026-06-11 13:45:08.129000+00:00,2026-06-11 21:17:11.344000+00:00,2026-06-12 17:49:08.918000+00:00,2026-06-15 14:45:19.648000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22997000,(HAG) Pà Vầy Sủ,Khu vực 3,Hà Giang,,,,85,56,53,0.3,2026-06-12 18:05:15.152000+00:00,22.0,50.5,50.5
GYHPECQA,4865319,Aqua B2C,2026-06-11 13:45:06.963000+00:00,2026-06-11 21:17:11.343000+00:00,2026-06-11 23:12:04.960000+00:00,2026-06-16 12:10:18.061000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22888000,(HNO) CK Ngọc Hồi,Hà Nội,Hà Nội,,,,188,78,65,1.0,2026-06-11 23:54:30.933000+00:00,73.0,190.6,190.6
GYHPECQP,4865319,Aqua B2C,2026-06-11 13:45:06.329000+00:00,2026-06-11 21:17:11.337000+00:00,2026-06-12 14:02:17.329000+00:00,2026-06-14 10:42:10.183000+00:00,delivered,1297,Key Account Warehouse Ha Noi,22584000,Kho Giao Hàng Nặng - Đức Long -  Hà Nội,Hà Nội,Hà Nội,,,,60,56,53,0.2,2026-06-12 15:04:52.421000+00:00,18.0,35.6,35.6
GYHPEUME,4865319,Aqua B2C,2026-06-11 13:45:04.820000+00:00,2026-06-11 21:17:11.342000+00:00,2026-06-11 23:36:32.949000+00:00,2026-06-15 11:16:14.965000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21606000,Kho Giao Hàng Nặng - Tân Tạo - HCM,Hồ Chí Minh,Hồ Chí Minh,,,,88,35,56,0.2,2026-06-13 20:36:57.611000+00:00,25.0,34.5,34.5
GYHPEUMA,4865319,Aqua B2C,2026-06-11 13:45:04.110000+00:00,2026-06-11 21:17:11.341000+00:00,2026-06-12 00:43:39.396000+00:00,2026-06-14 08:59:18.136000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,188,97,78,1.4,2026-06-12 02:23:24.773000+00:00,105.0,284.5,284.5
GYHPEURA,4865319,Aqua B2C,2026-06-11 13:45:03.470000+00:00,2026-06-11 21:17:11.345000+00:00,2026-06-12 00:43:39.396000+00:00,2026-06-12 19:42:00.524000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,60,56,53,0.2,2026-06-12 02:18:47.515000+00:00,18.0,35.6,35.6
GYHPEURP,4865319,Aqua B2C,2026-06-11 13:45:02.744000+00:00,2026-06-11 21:17:11.336000+00:00,2026-06-12 17:49:09.211000+00:00,2026-06-15 14:34:07.477000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20121005,(LCH) Nậm Mạ,Khu vực 3,Lai Châu,,,,136,57,55,0.4,2026-06-12 18:04:30.673000+00:00,42.0,85.3,85.3
GYHPEURG,4865319,Aqua B2C,2026-06-11 13:45:01.762000+00:00,2026-06-11 21:17:11.339000+00:00,2026-06-12 22:35:46.121000+00:00,2026-06-15 16:39:32.758000+00:00,delivered,1297,Key Account Warehouse Ha Noi,20857000,(LSO) Hữu Lũng,Khu vực 3,Lạng Sơn,,,,60,56,53,0.2,2026-06-13 03:25:16.143000+00:00,18.0,35.6,35.6
GYHPMU4W,4647044,KEC,2026-06-11 13:19:08.143000+00:00,2026-06-19 17:57:34.768000+00:00,2026-06-20 00:26:20.036000+00:00,2026-06-23 19:45:25.836000+00:00,delivered,1297,Key Account Warehouse Ha Noi,21463000,Kho Giao Hàng Nặng - Thủ Đức - HCM,Hồ Chí Minh,Hồ Chí Minh,,,,86,57,48,0.2,2026-06-20 01:16:49.706000+00:00,16.0,47.1,47.1
GYHPR7F9,4127171,HPH,2026-06-11 12:47:45.661000+00:00,2026-06-11 15:53:20.797000+00:00,2026-06-11 23:14:30.742000+00:00,2026-06-13 08:02:49.594000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21159000,Kho Giao Hàng Nặng - TP Tuyên Quang - Tuyên Quang,Khu vực 3,Tuyên Quang,,,,55,20,20,0.0,2026-06-12 01:16:12.359000+00:00,3.0,4.4,4.4
GYHPR7FC,4127171,HPH,2026-06-11 12:47:45.660000+00:00,2026-06-11 15:53:21.970000+00:00,2026-06-11 23:14:30.248000+00:00,2026-06-12 15:20:13.998000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21461000,(NDI) Nghĩa Hưng,Khu vực 3,Nam Định,,,,55,10,5,0.0,2026-06-12 01:19:37.761000+00:00,3.0,0.6,3.0
GYHPR7FU,4127171,HPH,2026-06-11 12:47:45.657000+00:00,2026-06-11 15:53:20.063000+00:00,2026-06-11 23:14:30.221000+00:00,2026-06-12 13:47:35.593000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21154000,Kho Giao Hàng Nặng - Mỹ Lộc - Nam Định,Khu vực 3,Nam Định,,,,55,10,5,0.0,2026-06-12 01:16:22.547000+00:00,3.0,0.6,3.0
GYHPR7FG,4127171,HPH,2026-06-11 12:47:45.648000+00:00,2026-06-11 15:53:21.150000+00:00,2026-06-11 23:14:31.184000+00:00,2026-06-13 19:50:39.031000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22032000,(DBI) Điện Biên Phủ,Khu vực 3,Điện Biên,,,,55,10,15,0.0,2026-06-12 01:48:15.069000+00:00,3.0,1.7,3.0
GYHPR7F7,4127171,HPH,2026-06-11 12:47:45.647000+00:00,2026-06-11 15:53:21.257000+00:00,2026-06-11 23:14:30.214000+00:00,2026-06-15 13:56:09.227000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21154000,Kho Giao Hàng Nặng - Mỹ Lộc - Nam Định,Khu vực 3,Hà Nam,,,,55,10,5,0.0,2026-06-12 01:20:56.062000+00:00,3.0,0.6,3.0
GYHPR7FF,4127171,HPH,2026-06-11 12:47:45.646000+00:00,2026-06-11 15:53:21.487000+00:00,2026-06-11 23:14:30.217000+00:00,2026-06-15 13:57:05.702000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21154000,Kho Giao Hàng Nặng - Mỹ Lộc - Nam Định,Khu vực 3,Hà Nam,,,,55,10,5,0.0,2026-06-12 01:47:55.232000+00:00,3.0,0.6,3.0
GYHPR7FL,4127171,HPH,2026-06-11 12:47:45.641000+00:00,2026-06-11 15:53:22.862000+00:00,2026-06-11 23:14:30.022000+00:00,2026-06-13 10:30:07.373000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21086000,Kho Giao Hàng Nặng - Đông Thọ - Thanh Hoá,Khu vực 3,Thanh Hóa,,,,55,10,5,0.0,2026-06-12 01:20:29.447000+00:00,3.0,0.6,3.0
GYHPR7FQ,4127171,HPH,2026-06-11 12:47:45.638000+00:00,2026-06-11 15:53:20.460000+00:00,2026-06-11 23:14:30.251000+00:00,2026-06-12 19:39:05.617000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22039000,(NDI) Xuân Hưng,Khu vực 3,Nam Định,,,,55,10,5,0.0,2026-06-12 01:15:48.715000+00:00,3.0,0.6,3.0
GYHPR7LE,4127171,HPH,2026-06-11 12:47:45.635000+00:00,2026-06-11 15:53:20.679000+00:00,2026-06-11 23:14:30.216000+00:00,2026-06-12 12:16:05.175000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21151000,Kho Giao Hàng Nặng - Nho Quan - Ninh Bình,Khu vực 3,Ninh Bình,,,,55,10,5,0.0,2026-06-12 01:15:58.699000+00:00,3.0,0.6,3.0
GYHPR7LM,4127171,HPH,2026-06-11 12:47:45.634000+00:00,2026-06-11 15:53:19.840000+00:00,2026-06-11 23:14:30.223000+00:00,2026-06-13 10:30:27.755000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21086000,Kho Giao Hàng Nặng - Đông Thọ - Thanh Hoá,Khu vực 3,Thanh Hóa,,,,55,10,5,0.0,2026-06-12 01:15:56.256000+00:00,3.0,0.6,3.0
GYHPR7LR,4127171,HPH,2026-06-11 12:47:45.618000+00:00,2026-06-11 15:53:22.364000+00:00,2026-06-11 23:14:30.426000+00:00,2026-06-13 10:43:58.648000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21974000,(YBA) Cầu Thia,Khu vực 3,Yên Bái,,,,55,10,5,0.0,2026-06-12 01:16:45.743000+00:00,3.0,0.6,3.0
GYHPR7L8,4127171,HPH,2026-06-11 12:47:45.617000+00:00,2026-06-11 15:53:20.676000+00:00,2026-06-11 23:14:30.350000+00:00,2026-06-13 20:44:10.306000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21521000,Kho Giao Hàng Nặng - Đông Hà - Quảng Trị,Khu vực 2,Quảng Trị,,,,55,10,5,0.0,2026-06-12 01:48:50.173000+00:00,3.0,0.6,3.0
GYHPR7LY,4127171,HPH,2026-06-11 12:47:45.617000+00:00,2026-06-11 15:53:23.108000+00:00,2026-06-11 23:14:29.986000+00:00,2026-06-13 10:29:58.580000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,20897000,(THO) Cẩm Thủy,Khu vực 3,Thanh Hóa,,,,55,10,5,0.0,2026-06-12 01:19:25.597000+00:00,3.0,0.6,3.0
GYHPR7LA,4127171,HPH,2026-06-11 12:47:45.616000+00:00,2026-06-11 15:53:19.605000+00:00,2026-06-11 23:14:29.920000+00:00,2026-06-13 12:49:16.488000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22162000,Bưu Cục Bình Phục-Thăng Bình-Quảng Nam,Khu vực 2,Quảng Nam,,,,55,15,10,0.0,2026-06-12 01:17:57.720000+00:00,3.0,1.7,3.0
GYHPR7LX,4127171,HPH,2026-06-11 12:47:45.615000+00:00,2026-06-11 15:53:21.147000+00:00,2026-06-11 23:14:30.215000+00:00,2026-06-13 11:10:12.713000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21154000,Kho Giao Hàng Nặng - Mỹ Lộc - Nam Định,Khu vực 3,Nam Định,,,,55,10,15,0.0,2026-06-12 01:23:47.619000+00:00,3.0,1.7,3.0
GYHPR7LH,4127171,HPH,2026-06-11 12:47:45.613000+00:00,2026-06-11 15:53:21.183000+00:00,2026-06-11 23:14:30.251000+00:00,2026-06-12 15:20:44.379000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21461000,(NDI) Nghĩa Hưng,Khu vực 3,Nam Định,,,,55,10,5,0.0,2026-06-12 01:18:40.739000+00:00,3.0,0.6,3.0
GYHPR7LT,4127171,HPH,2026-06-11 12:47:45.612000+00:00,2026-06-11 15:53:22.017000+00:00,2026-06-11 23:14:30.265000+00:00,2026-06-14 10:19:29.734000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22591000,(HBI) Kim Bôi,Khu vực 3,Hòa Bình,,,,55,10,5,0.0,2026-06-12 01:18:11.135000+00:00,3.0,0.6,3.0
GYHPR7LW,4127171,HPH,2026-06-11 12:47:45.611000+00:00,2026-06-11 15:53:22.348000+00:00,2026-06-11 23:14:30.151000+00:00,2026-06-13 09:38:38.802000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,20851000,(THO) Thọ Xuân,Khu vực 3,Thanh Hóa,,,,55,10,5,0.0,2026-06-12 01:20:20.676000+00:00,3.0,0.6,3.0
GYHPR7LK,4127171,HPH,2026-06-11 12:47:45.611000+00:00,2026-06-11 15:53:20.752000+00:00,2026-06-11 23:14:30.662000+00:00,2026-06-13 16:20:29.237000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22854000,(HAG) Hà Giang 2,Khu vực 3,Hà Giang,,,,55,10,15,0.0,2026-06-12 01:18:24.328000+00:00,3.0,1.7,3.0
GYHPR7L4,4127171,HPH,2026-06-11 12:47:45.610000+00:00,2026-06-11 15:53:22.897000+00:00,2026-06-11 23:14:30.062000+00:00,2026-06-13 09:38:22.943000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,20851000,(THO) Thọ Xuân,Khu vực 3,Thanh Hóa,,,,55,10,5,0.0,2026-06-12 01:19:31.021000+00:00,3.0,0.6,3.0
GYHPR7L3,4127171,HPH,2026-06-11 12:47:45.609000+00:00,2026-06-11 15:53:20.133000+00:00,2026-06-11 23:14:30.703000+00:00,2026-06-13 10:55:12.787000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21056000,(TQU) Chiêm Hóa,Khu vực 3,Tuyên Quang,,,,55,10,5,0.0,2026-06-12 01:16:31.822000+00:00,3.0,0.6,3.0
GYHPR7LB,4127171,HPH,2026-06-11 12:47:45.609000+00:00,2026-06-11 15:53:22.137000+00:00,2026-06-11 23:14:30.308000+00:00,2026-06-13 11:44:24.217000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22731000,(SLA) Thảo Nguyên,Khu vực 3,Sơn La,,,,55,10,5,0.0,2026-06-12 01:19:35.896000+00:00,3.0,0.6,3.0
GYHPR7LP,4127171,HPH,2026-06-11 12:47:45.608000+00:00,2026-06-11 15:53:21.805000+00:00,2026-06-11 23:14:30.102000+00:00,2026-06-13 15:55:15.254000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21050000,(THO) Lưu Vệ,Khu vực 3,Thanh Hóa,,,,55,10,5,0.0,2026-06-12 01:22:29.244000+00:00,3.0,0.6,3.0
GYHPR7LD,4127171,HPH,2026-06-11 12:47:45.603000+00:00,2026-06-11 15:53:22.627000+00:00,2026-06-11 23:14:30.583000+00:00,2026-06-13 17:50:03.053000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22282000,(HAG) Bắc Quang,Khu vực 3,Hà Giang,,,,55,10,5,0.0,2026-06-12 01:18:16.752000+00:00,3.0,0.6,3.0
GYHPR7LN,4127171,HPH,2026-06-11 12:47:45.603000+00:00,2026-06-11 15:53:19.836000+00:00,2026-06-11 23:14:30.341000+00:00,2026-06-13 10:09:22.975000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21160000,Kho Giao Hàng Nặng - Việt Trì - Phú Thọ,Khu vực 3,Phú Thọ,,,,55,10,5,0.0,2026-06-12 01:16:33.330000+00:00,3.0,0.6,3.0
GYHPR7L6,4127171,HPH,2026-06-11 12:47:45.599000+00:00,2026-06-11 15:53:21.805000+00:00,2026-06-11 23:14:30.213000+00:00,2026-06-12 17:49:28.109000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22423000,Kho Giao Hàng Nặng - Ân Thi - Hưng Yên,Khu vực 3,Hưng Yên,,,,55,10,5,0.0,2026-06-12 01:17:24.700000+00:00,3.0,0.6,3.0
GYHPR7LV,4127171,HPH,2026-06-11 12:47:45.594000+00:00,2026-06-11 15:53:19.609000+00:00,2026-06-11 23:14:29.918000+00:00,2026-06-13 14:05:09.785000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21483000,Kho Giao Hàng Nặng - Tam Kỳ - Quảng Nam,Khu vực 2,Quảng Nam,,,,55,10,5,0.0,2026-06-12 01:16:35.018000+00:00,3.0,0.6,3.0
GYHPR7LG,4127171,HPH,2026-06-11 12:47:45.268000+00:00,2026-06-11 15:53:21.210000+00:00,2026-06-11 23:14:30.212000+00:00,2026-06-12 10:39:59.371000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,55,10,25,0.0,2026-06-12 01:16:19.942000+00:00,3.0,2.8,3.0
GYHPR7L7,4127171,HPH,2026-06-11 12:47:45.263000+00:00,2026-06-11 15:53:21.857000+00:00,2026-06-11 23:14:30.209000+00:00,2026-06-12 12:21:58.403000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,55,10,5,0.0,2026-06-12 01:21:39.645000+00:00,3.0,0.6,3.0
GYHPR7LQ,4127171,HPH,2026-06-11 12:47:45.256000+00:00,2026-06-11 15:53:20.056000+00:00,2026-06-11 23:14:30.422000+00:00,2026-06-13 15:04:34.475000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,55,10,5,0.0,2026-06-12 01:22:48.629000+00:00,3.0,0.6,3.0
GYHPR7QE,4127171,HPH,2026-06-11 12:47:45.254000+00:00,2026-06-11 15:53:22.610000+00:00,2026-06-11 23:14:29.926000+00:00,2026-06-14 09:10:41.203000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21095000,Kho Giao Hàng Nặng - Vinh - Nghệ An,Khu vực 3,Nghệ An,,,,55,10,5,0.0,2026-06-12 01:19:57.085000+00:00,3.0,0.6,3.0
GYHPR7QM,4127171,HPH,2026-06-11 12:47:45.253000+00:00,2026-06-11 15:53:21.596000+00:00,2026-06-11 23:14:29.919000+00:00,2026-06-14 14:47:39.122000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21089000,Kho Giao Hàng Nặng - Liên Chiểu - Đà Nẵng,Đà Nẵng,Đà Nẵng,,,,55,10,5,0.0,2026-06-12 01:19:34.462000+00:00,3.0,0.6,3.0
GYHPR7QR,4127171,HPH,2026-06-11 12:47:45.252000+00:00,2026-06-11 15:53:19.654000+00:00,2026-06-11 23:14:29.927000+00:00,2026-06-13 10:45:39.628000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22035000,(NAN) Đức Châu,Khu vực 3,Nghệ An,,,,55,10,5,0.0,2026-06-12 01:15:53.054000+00:00,3.0,0.6,3.0
GYHPR7Q8,4127171,HPH,2026-06-11 12:47:45.250000+00:00,2026-06-11 15:53:22.817000+00:00,2026-06-11 23:14:30.504000+00:00,2026-06-12 15:26:56.224000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21153000,Kho Giao Hàng Nặng - TP Hạ Long - Quảng Ninh,Khu vực 3,Quảng Ninh,,,,55,10,5,0.0,2026-06-12 01:16:56.350000+00:00,3.0,0.6,3.0
GYHPR7QY,4127171,HPH,2026-06-11 12:47:45.250000+00:00,2026-06-11 15:53:21.302000+00:00,2026-06-11 23:14:30.213000+00:00,2026-06-13 12:30:17.323000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,55,10,5,0.0,2026-06-12 01:16:03.496000+00:00,3.0,0.6,3.0
GYHPR7QA,4127171,HPH,2026-06-11 12:47:45.239000+00:00,2026-06-11 15:53:20.129000+00:00,2026-06-11 23:14:29.928000+00:00,2026-06-14 09:10:21.203000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21095000,Kho Giao Hàng Nặng - Vinh - Nghệ An,Khu vực 3,Nghệ An,,,,55,10,5,0.0,2026-06-12 01:16:21.255000+00:00,3.0,0.6,3.0
GYHPR7QX,4127171,HPH,2026-06-11 12:47:45.237000+00:00,2026-06-11 15:53:20.121000+00:00,2026-06-11 23:14:30.217000+00:00,2026-06-12 16:04:57.479000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,55,10,5,0.0,2026-06-12 01:16:23.751000+00:00,3.0,0.6,3.0
GYHPR7QH,4127171,HPH,2026-06-11 12:47:45.225000+00:00,2026-06-11 15:53:20.910000+00:00,2026-06-11 23:14:30.262000+00:00,2026-06-13 08:11:01.891000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21063000,Bưu Cục 152 Hùng Vương-Ba Đồn-Quảng Bình,Khu vực 2,Quảng Bình,,,,55,10,5,0.0,2026-06-12 01:16:09.187000+00:00,3.0,0.6,3.0
GYHPR7QT,4127171,HPH,2026-06-11 12:47:45.223000+00:00,2026-06-11 15:53:19.612000+00:00,2026-06-11 23:14:30.822000+00:00,2026-06-13 15:45:14.706000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21096000,Kho Giao Hàng Nặng - Hương Thủy - Huế,Khu vực 2,Thừa Thiên Huế,,,,55,10,5,0.0,2026-06-12 01:18:18.251000+00:00,3.0,0.6,3.0
GYHPR7QW,4127171,HPH,2026-06-11 12:47:45.217000+00:00,2026-06-11 15:53:19.655000+00:00,2026-06-11 23:14:30.219000+00:00,2026-06-12 10:40:21.081000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21155000,Kho Giao Hàng Nặng - Đông Hưng - Thái Bình,Khu vực 3,Thái Bình,,,,55,10,5,0.0,2026-06-12 01:17:08.132000+00:00,3.0,0.6,3.0
GYHPR7QK,4127171,HPH,2026-06-11 12:47:45.217000+00:00,2026-06-11 15:53:22.024000+00:00,2026-06-11 23:14:30.783000+00:00,2026-06-13 11:28:09.520000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21096000,Kho Giao Hàng Nặng - Hương Thủy - Huế,Khu vực 2,Thừa Thiên Huế,,,,55,10,5,0.0,2026-06-12 01:19:33.052000+00:00,3.0,0.6,3.0
GYHPR7Q4,4127171,HPH,2026-06-11 12:47:45.213000+00:00,2026-06-11 15:53:20.275000+00:00,2026-06-11 23:14:30.622000+00:00,2026-06-13 10:06:50.445000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,1119,(QNI) Móng Cái 1,Khu vực 3,Quảng Ninh,,,,55,10,5,0.0,2026-06-12 01:15:50.875000+00:00,3.0,0.6,3.0
GYHPR7Q3,4127171,HPH,2026-06-11 12:47:45.212000+00:00,2026-06-11 15:53:19.781000+00:00,2026-06-11 23:14:30.863000+00:00,2026-06-13 13:32:55.958000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21096000,Kho Giao Hàng Nặng - Hương Thủy - Huế,Khu vực 2,Thừa Thiên Huế,,,,55,10,5,0.0,2026-06-12 01:16:39.848000+00:00,3.0,0.6,3.0
GYHPR7QP,4127171,HPH,2026-06-11 12:47:45.212000+00:00,2026-06-11 15:53:21.800000+00:00,2026-06-11 23:14:29.920000+00:00,2026-06-13 10:19:24.222000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22059000,Kho Giao Hàng Nặng - Hoà Xuân - Đà Nẵng,Đà Nẵng,Đà Nẵng,,,,55,10,5,0.0,2026-06-12 01:17:22.658000+00:00,3.0,0.6,3.0
GYHPR7QB,4127171,HPH,2026-06-11 12:47:45.211000+00:00,2026-06-11 15:53:20.362000+00:00,2026-06-11 23:14:29.924000+00:00,2026-06-13 14:51:21.682000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,20391000,(NAN) Đô Lương,Khu vực 3,Nghệ An,,,,55,10,5,0.0,2026-06-12 01:16:02.030000+00:00,3.0,0.6,3.0
GYHPR7QN,4127171,HPH,2026-06-11 12:47:45.210000+00:00,2026-06-11 15:53:22.566000+00:00,2026-06-11 23:14:30.468000+00:00,2026-06-12 09:26:42.937000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22181000,(HPH) Vĩnh Bảo,Khu vực 3,Hải Phòng,,,,55,10,5,0.0,2026-06-12 01:21:03.238000+00:00,3.0,0.6,3.0
GYHPR7QD,4127171,HPH,2026-06-11 12:47:45.210000+00:00,2026-06-11 15:53:22.830000+00:00,2026-06-11 23:14:29.923000+00:00,2026-06-15 15:45:54.900000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,21682000,Kho Giao Hàng Nặng - Thạch Linh - Hà Tĩnh,Khu vực 3,Hà Tĩnh,,,,55,10,5,0.0,2026-06-12 01:21:13.565000+00:00,3.0,0.6,3.0
GYHPR7Q6,4127171,HPH,2026-06-11 12:47:45.210000+00:00,2026-06-11 15:53:22.363000+00:00,2026-06-11 23:14:29.926000+00:00,2026-06-13 16:51:24.511000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,1402,(NAN) Nghĩa Hưng,Khu vực 3,Nghệ An,,,,55,10,5,0.0,2026-06-12 01:20:04.281000+00:00,3.0,0.6,3.0
GYHPR7QV,4127171,HPH,2026-06-11 12:47:45.209000+00:00,2026-06-11 15:53:23.018000+00:00,2026-06-11 23:14:30.223000+00:00,2026-06-12 18:41:14.675000+00:00,delivered,22123000,Kho Giao Hàng Nặng - Thanh Oai - Hà Nội,22222004,Kho giao hàng Ahamove Hà Nội,Khu vực 3,Bắc Ninh,,,,55,10,5,0.0,2026-06-12 01:20:24.092000+00:00,3.0,0.6,3.0
